#tmm Radiation results with respect to radial wave number (tmm_study)
# 0 ratio[1] 
# 1 kr value[1]
# 2 Emission angle [deg]
# 3 Power flow back
#  Powerflow front
# ratio  kr  Emission_angle  Power_back  Power_front
0.52  0.0180588  0.546851  9.25119e-05  9.25119e-05
0.525  0.0182325  0.552715  9.15199e-05  9.15199e-05
0.53  0.0184061  0.558601  9.0522e-05  9.0522e-05
0.535  0.0185798  0.564508  8.95184e-05  8.95184e-05
0.54  0.0187534  0.570437  8.85091e-05  8.85091e-05
0.545  0.018927  0.576389  8.74944e-05  8.74944e-05
0.55  0.0191007  0.582364  8.64742e-05  8.64742e-05
0.555  0.0192743  0.588363  8.54488e-05  8.54488e-05
0.56  0.019448  0.594386  8.44182e-05  8.44182e-05
0.565  0.0196216  0.600433  8.33826e-05  8.33826e-05
0.57  0.0197953  0.606506  8.23422e-05  8.23422e-05
0.575  0.0199689  0.612604  8.1297e-05  8.1297e-05
0.58  0.0201425  0.618729  8.02472e-05  8.02472e-05
0.585  0.0203162  0.62488  7.91929e-05  7.91929e-05
0.59  0.0204898  0.631059  7.81343e-05  7.81343e-05
0.595  0.0206635  0.637266  7.70715e-05  7.70715e-05
0.6  0.0208371  0.643501  7.60047e-05  7.60047e-05
0.605  0.0210108  0.649766  7.49339e-05  7.49339e-05
0.61  0.0211844  0.656061  7.38594e-05  7.38594e-05
0.615  0.021358  0.662386  7.27814e-05  7.27814e-05
0.62  0.0215317  0.668743  7.16998e-05  7.16998e-05
0.625  0.0217053  0.675132  7.0615e-05  7.0615e-05
0.63  0.021879  0.681553  6.95271e-05  6.95271e-05
0.635  0.0220526  0.688009  6.84362e-05  6.84362e-05
0.64  0.0222262  0.694498  6.73426e-05  6.73426e-05
0.645  0.0223999  0.701023  6.62463e-05  6.62463e-05
0.65  0.0225735  0.707584  6.51476e-05  6.51476e-05
0.655  0.0227472  0.714183  6.40466e-05  6.40466e-05
0.66  0.0229208  0.720819  6.29435e-05  6.29435e-05
0.665  0.0230945  0.727494  6.18385e-05  6.18385e-05
0.67  0.0232681  0.734209  6.07318e-05  6.07318e-05
0.675  0.0234417  0.740965  5.96235e-05  5.96235e-05
0.68  0.0236154  0.747763  5.85139e-05  5.85139e-05
0.685  0.023789  0.754604  5.74032e-05  5.74032e-05
0.69  0.0239627  0.761489  5.62915e-05  5.62915e-05
0.695  0.0241363  0.76842  5.51791e-05  5.51791e-05
0.7  0.02431  0.775397  5.40662e-05  5.40662e-05
0.705  0.0244836  0.782423  5.29529e-05  5.29529e-05
0.71  0.0246572  0.789498  5.18396e-05  5.18396e-05
0.715  0.0248309  0.796624  5.07264e-05  5.07264e-05
0.72  0.0250045  0.803802  4.96135e-05  4.96135e-05
0.725  0.0251782  0.811034  4.85012e-05  4.85012e-05
0.73  0.0253518  0.818322  4.73898e-05  4.73898e-05
0.735  0.0255255  0.825667  4.62795e-05  4.62795e-05
0.74  0.0256991  0.83307  4.51704e-05  4.51704e-05
0.745  0.0258727  0.840535  4.4063e-05  4.4063e-05
0.75  0.0260464  0.848062  4.29573e-05  4.29573e-05
0.755  0.02622  0.855654  4.18538e-05  4.18538e-05
0.76  0.0263937  0.863313  4.07527e-05  4.07527e-05
0.765  0.0265673  0.871041  3.96542e-05  3.96542e-05
0.77  0.026741  0.878841  3.85587e-05  3.85587e-05
0.775  0.0269146  0.886715  3.74664e-05  3.74664e-05
0.78  0.0270882  0.894666  3.63776e-05  3.63776e-05
0.785  0.0272619  0.902696  3.52927e-05  3.52927e-05
0.79  0.0274355  0.910809  3.4212e-05  3.4212e-05
0.795  0.0276092  0.919008  3.31358e-05  3.31358e-05
0.8  0.0277828  0.927295  3.20645e-05  3.20645e-05
0.805  0.0279565  0.935675  3.09983e-05  3.09983e-05
0.81  0.0281301  0.944152  2.99377e-05  2.99377e-05
0.815  0.0283037  0.952729  2.8883e-05  2.8883e-05
0.82  0.0284774  0.961411  2.78347e-05  2.78347e-05
0.825  0.028651  0.970202  2.6793e-05  2.6793e-05
0.83  0.0288247  0.979108  2.57585e-05  2.57585e-05
0.835  0.0289983  0.988133  2.47315e-05  2.47315e-05
0.84  0.029172  0.997283  2.37125e-05  2.37125e-05
0.845  0.0293456  1.00657  2.27019e-05  2.27019e-05
0.85  0.0295192  1.01599  2.17002e-05  2.17002e-05
0.855  0.0296929  1.02555  2.0708e-05  2.0708e-05
0.86  0.0298665  1.03527  1.97257e-05  1.97257e-05
0.865  0.0300402  1.04515  1.87538e-05  1.87538e-05
0.87  0.0302138  1.0552  1.77929e-05  1.77929e-05
0.875  0.0303874  1.06544  1.68437e-05  1.68437e-05
0.88  0.0305611  1.07586  1.59067e-05  1.59067e-05
0.885  0.0307347  1.08649  1.49825e-05  1.49825e-05
0.89  0.0309084  1.09735  1.40719e-05  1.40719e-05
0.895  0.031082  1.10843  1.31755e-05  1.31755e-05
0.9  0.0312557  1.11977  1.22942e-05  1.22942e-05
0.905  0.0314293  1.13138  1.14287e-05  1.14287e-05
0.91  0.0316029  1.14328  1.058e-05  1.058e-05
0.915  0.0317766  1.15551  9.74881e-06  9.74881e-06
0.92  0.0319502  1.16808  8.93629e-06  8.93629e-06
0.925  0.0321239  1.18104  8.14345e-06  8.14345e-06
0.93  0.0322975  1.19441  7.37146e-06  7.37146e-06
0.935  0.0324712  1.20826  6.62158e-06  6.62158e-06
0.94  0.0326448  1.22263  5.89522e-06  5.89522e-06
0.945  0.0328184  1.23759  5.1939e-06  5.1939e-06
0.95  0.0329921  1.25324  4.51936e-06  4.51936e-06
0.955  0.0331657  1.26966  3.87355e-06  3.87355e-06
0.96  0.0333394  1.287  3.2587e-06  3.2587e-06
0.965  0.033513  1.30544  2.67742e-06  2.67742e-06
0.97  0.0336867  1.32523  2.13281e-06  2.13281e-06
0.975  0.0338603  1.34672  1.62866e-06  1.62866e-06
0.98  0.0340339  1.37046  1.1698e-06  1.1698e-06
0.985  0.0342076  1.39737  7.6269e-07  7.6269e-07
0.99  0.0343812  1.42926  4.16725e-07  4.16725e-07
0.995  0.0345549  1.47075  1.4789e-07  1.4789e-07
