# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Internal_Source_ElectricField
# 3 Internal_Intensity
# x Internal_Source_ElectricField Internal_Intensity 
989 0.058182 0.138365 
990 0.047886 0.138365 
991 0.0375208 0.138365 
992 0.0271015 0.138365 
993 0.0166431 0.138365 
994 0.00616061 0.138365 
995 -0.00433077 0.138365 
996 -0.0148159 0.138365 
997 -0.0252796 0.138365 
998 -0.0357068 0.138365 
999 -0.0460825 0.138365 
1000 -0.0563916 0.138365 
1001 -0.0666193 0.138365 
1002 -0.0767509 0.138365 
1003 -0.0867715 0.138365 
1004 -0.0966669 0.138365 
1005 -0.106423 0.138365 
1006 -0.116025 0.138365 
1007 -0.12546 0.138365 
1008 -0.134713 0.138365 
1009 -0.143772 0.138365 
1010 -0.152623 0.138365 
1011 -0.161254 0.138365 
1012 -0.169653 0.138365 
1013 -0.177806 0.138365 
1014 -0.185702 0.138365 
1015 -0.193331 0.138365 
1016 -0.20068 0.138365 
1017 -0.207739 0.138365 
1018 -0.214499 0.138365 
1019 -0.220948 0.138365 
1020 -0.227079 0.138365 
1021 -0.232882 0.138365 
1022 -0.238349 0.138365 
1023 -0.243471 0.138365 
1024 -0.248242 0.138365 
1025 -0.252654 0.138365 
1026 -0.256702 0.138365 
1027 -0.260379 0.138365 
1028 -0.26368 0.138365 
1029 -0.2666 0.138365 
1030 -0.269136 0.138365 
1031 -0.271283 0.138365 
1032 -0.273038 0.138365 
1033 -0.274399 0.138365 
1034 -0.275363 0.138365 
1035 -0.27593 0.138365 
1036 -0.276099 0.138365 
1037 -0.275869 0.138365 
1038 -0.27524 0.138365 
1039 -0.274215 0.138365 
1040 -0.272793 0.138365 
1041 -0.270977 0.138365 
1042 -0.26877 0.138365 
1043 -0.266175 0.138365 
1044 -0.263196 0.138365 
1045 -0.259837 0.138365 
1046 -0.256102 0.138365 
1047 -0.251998 0.138365 
1048 -0.24753 0.138365 
1049 -0.242704 0.138365 
1050 -0.237528 0.138365 
1051 -0.232009 0.138365 
1052 -0.226155 0.138365 
1053 -0.219975 0.138365 
1054 -0.213477 0.138365 
1055 -0.20667 0.138365 
1056 -0.199566 0.138365 
1057 -0.192173 0.138365 
1058 -0.184502 0.138365 
1059 -0.176565 0.138365 
1060 -0.168374 0.138365 
1061 -0.159939 0.138365 
1062 -0.151273 0.138365 
1063 -0.142389 0.138365 
1064 -0.133299 0.138365 
1065 -0.124017 0.138365 
1066 -0.114555 0.138365 
1067 -0.104929 0.138365 
1068 -0.0951504 0.138365 
1069 -0.0852347 0.138365 
1070 -0.075196 0.138365 
1071 -0.0650487 0.138365 
1072 -0.0548075 0.138365 
1073 -0.0444871 0.138365 
1074 -0.0341025 0.138365 
1075 -0.0236687 0.138365 
1076 -0.0132007 0.138365 
1077 -0.00271362 0.138365 
1078 0.00777737 0.138365 
1079 0.0182571 0.138365 
1080 0.0287105 0.138365 
1081 0.0391225 0.138365 
1082 0.0494779 0.138365 
1083 0.0597619 0.138365 
1084 0.0699597 0.138365 
1085 0.0800564 0.138365 
1086 0.0900375 0.138365 
1087 0.0998886 0.138365 
1088 0.109595 0.138365 
1089 0.119144 0.138365 
1090 0.128521 0.138365 
1091 0.137712 0.138365 
1092 0.146704 0.138365 
1093 0.155484 0.138365 
1094 0.16404 0.138365 
1095 0.172359 0.138365 
1096 0.180429 0.138365 
1097 0.188239 0.138365 
1098 0.195777 0.138365 
1099 0.203032 0.138365 
1100 0.209994 0.138365 
1101 0.216653 0.138365 
1102 0.222999 0.138365 
1103 0.229022 0.138365 
1104 0.234716 0.138365 
1105 0.24007 0.138365 
1106 0.245078 0.138365 
1107 0.249732 0.138365 
1108 0.254025 0.138365 
1109 0.257951 0.138365 
1110 0.261506 0.138365 
1111 0.264682 0.138365 
1112 0.267476 0.138365 
1113 0.269884 0.138365 
1114 0.271903 0.138365 
1115 0.273528 0.138365 
1116 0.274759 0.138365 
1117 0.275593 0.138365 
1118 0.27603 0.138365 
1119 0.276067 0.138365 
1120 0.275706 0.138365 
1121 0.274947 0.138365 
1122 0.273791 0.138365 
1123 0.27224 0.138365 
1124 0.270295 0.138365 
1125 0.26796 0.138365 
1126 0.265239 0.138365 
1127 0.262134 0.138365 
1128 0.258651 0.138365 
1129 0.254794 0.138365 
1130 0.25057 0.138365 
1131 0.245983 0.138365 
1132 0.241042 0.138365 
1133 0.235752 0.138365 
1134 0.230122 0.138365 
1135 0.22416 0.138365 
1136 0.217874 0.138365 
1137 0.211274 0.138365 
1138 0.204368 0.138365 
1139 0.197168 0.138365 
1140 0.189682 0.138365 
1141 0.181923 0.138365 
1142 0.173901 0.138365 
1143 0.165628 0.138365 
1144 0.157116 0.138365 
1145 0.148377 0.138365 
1146 0.139424 0.138365 
1147 0.13027 0.138365 
1148 0.120927 0.138365 
1149 0.11141 0.138365 
1150 0.101732 0.138365 
1151 0.0919068 0.138365 
1152 0.0819491 0.138365 
1153 0.0718731 0.138365 
1154 0.0616933 0.138365 
1155 0.0514244 0.138365 
1156 0.0410813 0.138365 
1157 0.0306789 0.138365 
1158 0.0202322 0.138365 
1159 0.00975623 0.138365 
1160 -0.000733796 0.138365 
1161 -0.0112228 0.138365 
1162 -0.0216955 0.138365 
1163 -0.032137 0.138365 
1164 -0.042532 0.138365 
1165 -0.0528656 0.138365 
1166 -0.0631229 0.138365 
1167 -0.0732891 0.138365 
1168 -0.0833494 0.138365 
1169 -0.0932894 0.138365 
1170 -0.103095 0.138365 
1171 -0.112751 0.138365 
1172 -0.122245 0.138365 
1173 -0.131562 0.138365 
1174 -0.140689 0.138365 
1175 -0.149613 0.138365 
1176 -0.158321 0.138365 
1177 -0.1668 0.138365 
1178 -0.175039 0.138365 
1179 -0.183025 0.138365 
1180 -0.190746 0.138365 
1181 -0.198192 0.138365 
1182 -0.205352 0.138365 
1183 -0.212216 0.138365 
1184 -0.218773 0.138365 
1185 -0.225014 0.138365 
1186 -0.23093 0.138365 
1187 -0.236513 0.138365 
1188 -0.241754 0.138365 
1189 -0.246646 0.138365 
1190 -0.251182 0.138365 
1191 -0.255356 0.138365 
1192 -0.259161 0.138365 
1193 -0.262591 0.138365 
1194 -0.265642 0.138365 
1195 -0.26831 0.138365 
1196 -0.270591 0.138365 
1197 -0.27248 0.138365 
1198 -0.273977 0.138365 
1199 -0.275077 0.138365 
1200 -0.275781 0.138365 
1201 -0.276086 0.138365 
1202 -0.275992 0.138365 
1203 -0.275501 0.138365 
1204 -0.274611 0.138365 
1205 -0.273325 0.138365 
1206 -0.271644 0.138365 
1207 -0.269571 0.138365 
1208 -0.267109 0.138365 
1209 -0.264261 0.138365 
1210 -0.261031 0.138365 
1211 -0.257425 0.138365 
1212 -0.253446 0.138365 
1213 -0.249102 0.138365 
1214 -0.244399 0.138365 
1215 -0.239342 0.138365 
1216 -0.23394 0.138365 
1217 -0.2282 0.138365 
1218 -0.22213 0.138365 
1219 -0.21574 0.138365 
1220 -0.212466 0.138365 
