# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 GenerationRate
# 3 Intensity
# 4 ElectricField
# x GenerationRate Intensity ElectricField 
244 5.44816e+16 712.731 427.949 
245 5.44812e+16 712.71 427.939 
246 5.44806e+16 712.689 427.927 
247 5.44799e+16 712.666 427.915 
248 5.4479e+16 712.644 427.902 
249 5.44779e+16 712.62 427.888 
250 5.44767e+16 712.596 427.874 
251 5.44754e+16 712.571 427.859 
252 5.44741e+16 712.546 427.843 
253 5.44727e+16 712.52 427.827 
254 5.44712e+16 712.494 427.811 
255 5.44697e+16 712.467 427.794 
256 5.44682e+16 712.439 427.777 
257 5.44667e+16 712.411 427.759 
258 5.44652e+16 712.383 427.742 
259 5.44637e+16 712.354 427.724 
260 5.44623e+16 712.324 427.706 
261 5.44609e+16 712.295 427.689 
262 5.44595e+16 712.264 427.671 
263 5.44583e+16 712.234 427.653 
264 5.44571e+16 712.203 427.635 
265 5.44559e+16 712.172 427.618 
266 5.44549e+16 712.14 427.601 
267 5.44539e+16 712.108 427.583 
268 5.4453e+16 712.076 427.566 
269 5.44522e+16 712.043 427.549 
270 5.44515e+16 712.011 427.533 
271 5.44508e+16 711.978 427.516 
272 5.44502e+16 711.944 427.5 
273 5.44497e+16 711.911 427.484 
274 5.44492e+16 711.877 427.469 
275 5.44488e+16 711.844 427.453 
276 5.44485e+16 711.81 427.438 
277 5.44482e+16 711.776 427.423 
278 5.44479e+16 711.741 427.408 
279 5.44476e+16 711.707 427.394 
280 5.44473e+16 711.672 427.379 
281 5.4447e+16 711.638 427.365 
282 5.44467e+16 711.603 427.351 
283 5.44463e+16 711.568 427.337 
284 5.44459e+16 711.533 427.323 
285 5.44454e+16 711.498 427.309 
286 5.44448e+16 711.463 427.295 
287 5.44441e+16 711.428 427.281 
288 5.44433e+16 711.393 427.267 
289 5.44423e+16 711.357 427.253 
290 5.44412e+16 711.322 427.239 
291 5.444e+16 711.287 427.225 
292 5.44385e+16 711.251 427.21 
293 5.44368e+16 711.215 427.196 
294 5.44349e+16 711.18 427.181 
295 5.44328e+16 711.144 427.165 
296 5.44304e+16 711.108 427.15 
297 5.44277e+16 711.072 427.134 
298 5.44248e+16 711.037 427.117 
299 5.44215e+16 711.001 427.1 
300 5.44179e+16 710.965 427.083 
301 5.4414e+16 710.928 427.065 
302 5.44097e+16 710.892 427.046 
303 5.44051e+16 710.856 427.027 
304 5.44001e+16 710.819 427.008 
305 5.43948e+16 710.783 426.987 
306 5.4389e+16 710.746 426.966 
307 5.43829e+16 710.71 426.945 
308 5.43764e+16 710.673 426.922 
309 5.43694e+16 710.636 426.899 
310 5.43621e+16 710.599 426.875 
311 5.43543e+16 710.562 426.85 
312 5.43461e+16 710.525 426.825 
313 5.43375e+16 710.488 426.799 
314 5.43285e+16 710.451 426.772 
315 5.4319e+16 710.413 426.744 
316 5.43092e+16 710.376 426.716 
317 5.42989e+16 710.338 426.686 
318 5.42882e+16 710.3 426.656 
319 5.42772e+16 710.262 426.626 
320 5.42657e+16 710.225 426.594 
321 5.42539e+16 710.187 426.562 
322 5.42417e+16 710.149 426.529 
323 5.42292e+16 710.11 426.496 
324 5.42163e+16 710.072 426.462 
325 5.42031e+16 710.034 426.427 
326 5.41896e+16 709.996 426.392 
327 5.41758e+16 709.958 426.356 
328 5.41617e+16 709.919 426.319 
329 5.41473e+16 709.881 426.282 
330 5.41327e+16 709.843 426.245 
331 5.41179e+16 709.805 426.208 
332 5.41029e+16 709.767 426.17 
333 5.40878e+16 709.729 426.131 
334 5.40725e+16 709.691 426.093 
335 5.4057e+16 709.653 426.054 
336 5.40415e+16 709.615 426.016 
337 5.40258e+16 709.577 425.977 
338 5.40102e+16 709.54 425.938 
339 5.39944e+16 709.503 425.899 
340 5.39787e+16 709.466 425.86 
341 5.3963e+16 709.429 425.821 
342 5.39474e+16 709.393 425.783 
343 5.39318e+16 709.357 425.745 
344 5.39164e+16 709.321 425.707 
345 5.3901e+16 709.285 425.669 
346 5.38858e+16 709.25 425.632 
347 5.38708e+16 709.216 425.595 
348 5.3856e+16 709.182 425.559 
349 5.38414e+16 709.148 425.524 
350 5.3827e+16 709.115 425.489 
351 5.38129e+16 709.082 425.454 
352 5.37991e+16 709.05 425.42 
353 5.37856e+16 709.019 425.388 
354 5.37725e+16 708.988 425.355 
355 5.37597e+16 708.958 425.324 
356 5.37472e+16 708.929 425.294 
357 5.37352e+16 708.9 425.264 
358 5.37236e+16 708.873 425.235 
359 5.37123e+16 708.846 425.208 
360 5.37016e+16 708.819 425.181 
361 5.36912e+16 708.794 425.155 
362 5.36813e+16 708.77 425.13 
363 5.36719e+16 708.746 425.107 
364 5.3663e+16 708.724 425.084 
365 5.36545e+16 708.702 425.063 
366 5.36466e+16 708.681 425.042 
367 5.36391e+16 708.662 425.023 
368 5.36322e+16 708.643 425.005 
369 5.36257e+16 708.626 424.987 
370 5.36198e+16 708.61 424.971 
371 5.36143e+16 708.594 424.956 
372 5.36094e+16 708.58 424.942 
373 5.3605e+16 708.567 424.93 
374 5.3601e+16 708.555 424.918 
375 5.35976e+16 708.545 424.907 
376 5.35946e+16 708.535 424.897 
377 5.35922e+16 708.527 424.889 
378 5.35902e+16 708.52 424.881 
379 5.35886e+16 708.514 424.874 
380 5.35875e+16 708.509 424.869 
381 5.35869e+16 708.506 424.864 
382 5.35866e+16 708.503 424.86 
383 5.35868e+16 708.502 424.856 
384 5.35874e+16 708.502 424.854 
385 5.35883e+16 708.504 424.853 
386 5.35897e+16 708.506 424.852 
387 5.35913e+16 708.51 424.852 
388 5.35933e+16 708.515 424.852 
389 5.35956e+16 708.521 424.853 
390 5.35982e+16 708.528 424.855 
391 5.36011e+16 708.537 424.858 
392 5.36043e+16 708.546 424.86 
393 5.36076e+16 708.557 424.864 
394 5.36112e+16 708.569 424.868 
395 5.3615e+16 708.582 424.872 
396 5.36189e+16 708.596 424.876 
397 5.36231e+16 708.61 424.881 
398 5.36273e+16 708.626 424.887 
399 5.36317e+16 708.643 424.892 
400 5.36361e+16 708.661 424.898 
401 5.36407e+16 708.68 424.904 
402 5.36453e+16 708.699 424.91 
403 5.36499e+16 708.72 424.916 
404 5.36546e+16 708.741 424.922 
405 5.36593e+16 708.763 424.929 
406 5.36639e+16 708.786 424.935 
407 5.36686e+16 708.809 424.942 
408 5.36732e+16 708.833 424.948 
409 5.36777e+16 708.858 424.954 
410 5.36822e+16 708.884 424.961 
411 5.36866e+16 708.909 424.967 
412 5.36909e+16 708.936 424.974 
413 5.36951e+16 708.963 424.98 
414 5.36992e+16 708.99 424.986 
415 5.37031e+16 709.018 424.992 
416 5.3707e+16 709.046 424.998 
417 5.37107e+16 709.075 425.004 
418 5.37143e+16 709.104 425.01 
419 5.37177e+16 709.133 425.016 
420 5.37209e+16 709.162 425.022 
421 5.37241e+16 709.192 425.027 
422 5.3727e+16 709.222 425.033 
423 5.37298e+16 709.251 425.039 
424 5.37325e+16 709.281 425.044 
425 5.3735e+16 709.311 425.05 
426 5.37374e+16 709.341 425.055 
427 5.37396e+16 709.371 425.06 
428 5.37417e+16 709.401 425.066 
429 5.37436e+16 709.431 425.072 
430 5.37455e+16 709.46 425.077 
431 5.37472e+16 709.49 425.083 
432 5.37488e+16 709.519 425.089 
433 5.37502e+16 709.549 425.095 
434 5.37516e+16 709.578 425.101 
435 5.37529e+16 709.606 425.107 
436 5.37542e+16 709.635 425.113 
437 5.37554e+16 709.663 425.12 
438 5.37565e+16 709.691 425.127 
439 5.37576e+16 709.719 425.134 
440 5.37587e+16 709.746 425.142 
441 5.37598e+16 709.773 425.15 
442 5.37608e+16 709.8 425.158 
443 5.37619e+16 709.826 425.167 
444 5.3763e+16 709.852 425.176 
445 5.37642e+16 709.877 425.186 
446 5.37654e+16 709.902 425.196 
447 5.37667e+16 709.927 425.206 
448 5.37681e+16 709.952 425.217 
449 5.37696e+16 709.975 425.229 
450 5.37712e+16 709.999 425.241 
451 5.3773e+16 710.022 425.253 
452 5.37748e+16 710.045 425.267 
453 5.37769e+16 710.067 425.28 
454 5.37791e+16 710.089 425.295 
455 5.37814e+16 710.111 425.31 
456 5.3784e+16 710.132 425.325 
457 5.37867e+16 710.152 425.342 
458 5.37897e+16 710.173 425.359 
459 5.37929e+16 710.193 425.376 
460 5.37963e+16 710.213 425.394 
461 5.37999e+16 710.232 425.413 
462 5.38037e+16 710.251 425.432 
463 5.38078e+16 710.269 425.452 
464 5.38122e+16 710.288 425.473 
465 5.38168e+16 710.306 425.494 
466 5.38217e+16 710.324 425.516 
467 5.38268e+16 710.341 425.538 
468 5.38321e+16 710.358 425.561 
469 5.38378e+16 710.375 425.584 
470 5.38436e+16 710.392 425.608 
471 5.38498e+16 710.409 425.632 
472 5.38562e+16 710.425 425.657 
473 5.38628e+16 710.441 425.683 
474 5.38697e+16 710.457 425.708 
475 5.38768e+16 710.473 425.734 
476 5.38841e+16 710.489 425.761 
477 5.38917e+16 710.504 425.787 
478 5.38994e+16 710.52 425.814 
479 5.39074e+16 710.535 425.841 
480 5.39156e+16 710.55 425.869 
481 5.39239e+16 710.565 425.897 
482 5.39325e+16 710.581 425.924 
483 5.39412e+16 710.596 425.952 
484 5.395e+16 710.611 425.98 
485 5.3959e+16 710.625 426.008 
486 5.3968e+16 710.64 426.036 
487 5.39772e+16 710.655 426.064 
488 5.39865e+16 710.67 426.092 
489 5.39959e+16 710.685 426.119 
490 5.40053e+16 710.7 426.147 
491 5.40147e+16 710.715 426.174 
492 5.40242e+16 710.729 426.201 
493 5.40337e+16 710.744 426.228 
494 5.40432e+16 710.759 426.254 
495 5.40526e+16 710.774 426.28 
496 5.4062e+16 710.789 426.306 
497 5.40714e+16 710.804 426.331 
498 5.40806e+16 710.819 426.356 
499 5.40898e+16 710.833 426.38 
500 5.40989e+16 710.848 426.404 
501 5.41078e+16 710.863 426.428 
502 5.41166e+16 710.878 426.45 
503 5.41253e+16 710.893 426.473 
504 5.41338e+16 710.907 426.494 
505 5.4142e+16 710.922 426.515 
506 5.41501e+16 710.937 426.536 
507 5.4158e+16 710.951 426.555 
508 5.41657e+16 710.966 426.574 
509 5.41731e+16 710.98 426.593 
510 5.41802e+16 710.995 426.61 
511 5.41871e+16 711.009 426.627 
512 5.41938e+16 711.023 426.643 
513 5.42001e+16 711.037 426.659 
514 5.42062e+16 711.051 426.674 
515 5.4212e+16 711.065 426.688 
516 5.42174e+16 711.078 426.701 
517 5.42226e+16 711.092 426.714 
518 5.42274e+16 711.105 426.726 
519 5.4232e+16 711.118 426.737 
520 5.42362e+16 711.13 426.748 
521 5.42401e+16 711.143 426.758 
522 5.42437e+16 711.155 426.767 
523 5.42469e+16 711.167 426.776 
524 5.42499e+16 711.178 426.784 
525 5.42525e+16 711.19 426.791 
526 5.42548e+16 711.201 426.798 
527 5.42568e+16 711.211 426.804 
528 5.42585e+16 711.221 426.81 
529 5.42598e+16 711.231 426.815 
530 5.42609e+16 711.241 426.82 
531 5.42617e+16 711.25 426.824 
532 5.42623e+16 711.258 426.828 
533 5.42625e+16 711.266 426.831 
534 5.42625e+16 711.274 426.834 
535 5.42622e+16 711.281 426.836 
536 5.42617e+16 711.288 426.838 
537 5.42609e+16 711.294 426.84 
538 5.426e+16 711.3 426.841 
539 5.42588e+16 711.305 426.843 
540 5.42574e+16 711.31 426.843 
541 5.42559e+16 711.314 426.844 
542 5.42541e+16 711.318 426.844 
543 5.42522e+16 711.321 426.845 
544 5.42502e+16 711.324 426.845 
545 5.4248e+16 711.326 426.845 
546 5.42458e+16 711.327 426.844 
547 5.42434e+16 711.328 426.844 
548 5.42409e+16 711.329 426.843 
549 5.42383e+16 711.328 426.843 
550 5.42357e+16 711.328 426.842 
551 5.42331e+16 711.326 426.842 
552 5.42304e+16 711.324 426.841 
553 5.42277e+16 711.322 426.84 
554 5.42249e+16 711.319 426.84 
555 5.42222e+16 711.315 426.839 
556 5.42195e+16 711.311 426.838 
557 5.42168e+16 711.306 426.838 
558 5.42142e+16 711.301 426.837 
559 5.42116e+16 711.295 426.837 
560 5.42091e+16 711.289 426.836 
561 5.42066e+16 711.282 426.836 
562 5.42042e+16 711.275 426.835 
563 5.42019e+16 711.267 426.835 
564 5.41997e+16 711.259 426.834 
565 5.41976e+16 711.25 426.834 
566 5.41956e+16 711.241 426.833 
567 5.41937e+16 711.231 426.833 
568 5.41919e+16 711.22 426.833 
569 5.41902e+16 711.21 426.832 
570 5.41886e+16 711.199 426.832 
571 5.41872e+16 711.187 426.831 
572 5.41859e+16 711.175 426.831 
573 5.41847e+16 711.163 426.83 
574 5.41837e+16 711.15 426.829 
575 5.41827e+16 711.137 426.829 
576 5.41819e+16 711.123 426.828 
577 5.41812e+16 711.11 426.826 
578 5.41806e+16 711.095 426.825 
579 5.41801e+16 711.081 426.824 
580 5.41798e+16 711.066 426.822 
581 5.41795e+16 711.051 426.82 
582 5.41793e+16 711.036 426.818 
583 5.41792e+16 711.02 426.816 
584 5.41792e+16 711.005 426.813 
585 5.41793e+16 710.989 426.81 
586 5.41794e+16 710.972 426.807 
587 5.41796e+16 710.956 426.803 
588 5.41798e+16 710.939 426.799 
589 5.418e+16 710.922 426.795 
590 5.41803e+16 710.905 426.79 
591 5.41806e+16 710.888 426.785 
592 5.41809e+16 710.871 426.779 
593 5.41811e+16 710.854 426.773 
594 5.41814e+16 710.836 426.767 
595 5.41816e+16 710.819 426.759 
596 5.41818e+16 710.801 426.752 
597 5.41819e+16 710.783 426.744 
598 5.41819e+16 710.765 426.735 
599 5.41819e+16 710.747 426.726 
600 5.41818e+16 710.73 426.717 
601 5.41816e+16 710.712 426.706 
602 5.41812e+16 710.694 426.696 
603 5.41808e+16 710.675 426.685 
604 5.41802e+16 710.657 426.673 
605 5.41794e+16 710.639 426.66 
606 5.41785e+16 710.621 426.648 
607 5.41775e+16 710.603 426.634 
608 5.41762e+16 710.585 426.62 
609 5.41748e+16 710.567 426.606 
610 5.41732e+16 710.549 426.591 
611 5.41714e+16 710.531 426.575 
612 5.41694e+16 710.513 426.559 
613 5.41672e+16 710.495 426.543 
614 5.41647e+16 710.477 426.526 
615 5.41621e+16 710.459 426.509 
616 5.41592e+16 710.441 426.491 
617 5.41561e+16 710.423 426.473 
618 5.41527e+16 710.405 426.454 
619 5.41492e+16 710.387 426.435 
620 5.41454e+16 710.37 426.416 
621 5.41413e+16 710.352 426.396 
622 5.4137e+16 710.334 426.376 
623 5.41325e+16 710.317 426.356 
624 5.41278e+16 710.299 426.335 
625 5.41228e+16 710.282 426.315 
626 5.41176e+16 710.264 426.294 
627 5.41121e+16 710.247 426.273 
628 5.41065e+16 710.229 426.252 
629 5.41006e+16 710.212 426.23 
630 5.40946e+16 710.195 426.209 
631 5.40883e+16 710.178 426.187 
632 5.40819e+16 710.161 426.166 
633 5.40752e+16 710.143 426.144 
634 5.40684e+16 710.126 426.123 
635 5.40614e+16 710.11 426.101 
636 5.40543e+16 710.093 426.08 
637 5.4047e+16 710.076 426.059 
638 5.40396e+16 710.059 426.038 
639 5.40321e+16 710.042 426.017 
640 5.40244e+16 710.026 425.997 
641 5.40167e+16 710.009 425.976 
642 5.40088e+16 709.993 425.956 
643 5.40009e+16 709.977 425.936 
644 5.3993e+16 709.96 425.917 
645 5.3985e+16 709.944 425.897 
646 5.39769e+16 709.928 425.878 
647 5.39688e+16 709.912 425.86 
648 5.39608e+16 709.896 425.842 
649 5.39527e+16 709.88 425.824 
650 5.39446e+16 709.865 425.806 
651 5.39366e+16 709.849 425.79 
652 5.39286e+16 709.833 425.773 
653 5.39207e+16 709.818 425.757 
654 5.39129e+16 709.803 425.741 
655 5.39051e+16 709.788 425.726 
656 5.38975e+16 709.773 425.712 
657 5.38899e+16 709.758 425.697 
658 5.38825e+16 709.744 425.684 
659 5.38752e+16 709.729 425.67 
660 5.3868e+16 709.715 425.658 
661 5.3861e+16 709.701 425.645 
662 5.38542e+16 709.687 425.634 
663 5.38475e+16 709.673 425.622 
664 5.3841e+16 709.66 425.612 
665 5.38347e+16 709.646 425.601 
666 5.38286e+16 709.633 425.591 
667 5.38227e+16 709.62 425.582 
668 5.3817e+16 709.608 425.573 
669 5.38116e+16 709.596 425.564 
670 5.38063e+16 709.583 425.556 
671 5.38013e+16 709.572 425.548 
672 5.37965e+16 709.56 425.541 
673 5.3792e+16 709.549 425.534 
674 5.37877e+16 709.538 425.527 
675 5.37836e+16 709.527 425.521 
676 5.37798e+16 709.517 425.515 
677 5.37762e+16 709.507 425.509 
678 5.37728e+16 709.497 425.504 
679 5.37697e+16 709.487 425.499 
680 5.37668e+16 709.478 425.494 
681 5.37642e+16 709.47 425.489 
682 5.37618e+16 709.461 425.485 
683 5.37596e+16 709.453 425.481 
684 5.37577e+16 709.446 425.477 
685 5.37559e+16 709.439 425.473 
686 5.37544e+16 709.432 425.47 
687 5.37531e+16 709.425 425.466 
688 5.3752e+16 709.419 425.463 
689 5.37512e+16 709.413 425.459 
690 5.37505e+16 709.408 425.456 
691 5.375e+16 709.403 425.453 
692 5.37496e+16 709.399 425.45 
693 5.37495e+16 709.395 425.447 
694 5.37495e+16 709.391 425.444 
695 5.37496e+16 709.388 425.441 
696 5.37499e+16 709.385 425.438 
697 5.37504e+16 709.383 425.435 
698 5.3751e+16 709.381 425.432 
699 5.37517e+16 709.38 425.43 
700 5.37525e+16 709.379 425.427 
701 5.37534e+16 709.378 425.424 
702 5.37544e+16 709.378 425.421 
703 5.37555e+16 709.379 425.418 
704 5.37567e+16 709.38 425.415 
705 5.37579e+16 709.381 425.412 
706 5.37593e+16 709.382 425.409 
707 5.37606e+16 709.385 425.406 
708 5.3762e+16 709.387 425.403 
709 5.37635e+16 709.39 425.4 
710 5.3765e+16 709.394 425.397 
711 5.37665e+16 709.397 425.394 
712 5.3768e+16 709.402 425.391 
713 5.37695e+16 709.406 425.388 
714 5.37711e+16 709.412 425.385 
715 5.37726e+16 709.417 425.382 
716 5.37741e+16 709.423 425.379 
717 5.37757e+16 709.429 425.376 
718 5.37772e+16 709.436 425.373 
719 5.37787e+16 709.443 425.371 
720 5.37802e+16 709.451 425.368 
721 5.37816e+16 709.459 425.366 
722 5.37831e+16 709.467 425.364 
723 5.37845e+16 709.476 425.362 
724 5.37858e+16 709.485 425.36 
725 5.37872e+16 709.494 425.358 
726 5.37885e+16 709.504 425.357 
727 5.37898e+16 709.514 425.356 
728 5.37911e+16 709.524 425.355 
729 5.37923e+16 709.535 425.354 
